SHS_1,SHS_2,SHS_3,SHS_4R,STRESS_1,STRESS_2R,STRESS_3R,STRESS_4,PURPOSE_1,PURPOSE_2,PURPOSE_3,PURPOSE_4,PURPOSE_5,PURPOSE_6,PURPOSE_7,PURPOSE_8,LONELY_1R,LONELY_2,LONELY_3R,LONELY_4,Peer_Nomination,Peer_Happy/Cheerful,Peer_Irritable/Agitated,Peer_Content/Satisfied,Peer_Optimistic/Hopeful,Peer_Dissatisfied/Complaining,Peer_Compassionate/Nurturing,Peer_Kind/Friendly,Peer_Sad/Somber,Peer_Hostile/Argumentative,Peer_Calm/Relaxed,Peer_Distracted/Absent-minded,Peer_Cooperative/Harmonious,Peer_Anxious/Stressed,Peer_Self-critical/Hopeless,Peer_Forgiving/Generous,Peer_Grateful/Appreciative,Peer_Quality,Weeks_Completed,Why_Not_Complete,Why_Not_Complete_TEXT,Weekly_Hours,Weekly_Hours_TEXT,Applied_to_life,Applied_to_life_TEXT,Impact_Happiness,Impact_Relationships,Impact_Work,Impact_Compassion,Impact_Altruism,Impact_Academic,Impact_TEXT,Rate_EMST,Rate_DK,Rate_Guests,Rate_Readings,Rate_Discussions,Rate_Problem_Sets,Rate_Exams,Rate_Check_ins,Rate_Happiness_Practices,Rate_LIVE_Q/A,Forums_Participate,Forums_Community_TA,Forums_Community_TA_TEXT,Forums_NO_TEXT,Value_Week1,Value_Week2,Value_Week3,Value_Week4,Value_Week6,Value_Week7,Value_Week8,Value_Week9,Value_TEXT,Frequency_3_Good_Things,Frequency_Active_Listening,Frequency_Random_Kindness,Frequency_Forgiveness,Frequency_Mindful_Breathing,Frequency_Body_Scan,Frequency_Meditation,Frequency_Self_Compassion_Letter,Frequency_Ideal_Self,Frequency_Gratitude_Journal,Frequency_Gratitude_Letter,Frequency_Awe_Walk,Happiness_3_Good_Things,Happiness_Active_Listening,Happiness_Random_Kindness,Happiness_Forgiveness,Happiness_Mindful_Breathing,Happiness_Body_Scan,Happiness_Meditation,Happiness_Self_Compassion_Letter,Happiness_Ideal_Self,Happiness_Gratitude_Journal,Happiness_Gratitude_Letter,Happiness_Awe_Walk,Happiness_Team_Participate,Happiness_Team_Name,Team_Meeting_Frequency,Team_Meeting_Location,Team_Discussion_Qs,Team_Course_Material,Team_Happiness_Practices,Team_Happiness_Cinema,Team_Group_Project,Team_TEXT,Team_Satisfaction,Team_Suggestions_TEXT,Course_Expectation,Course_Satisfaction,Course_Like_Most_TEXT,Course_Recommend,GGSC_Visit,edx_Changes_TEXT,Course_Changes_TEXT
(5),(4),(4),(2),Never,Very Often,Fairly Often,Never,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Rarely,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,3 hours,,Moderately,,Moderately,Moderately,Moderately,Very much,Very much,Very much,,Terrific,Terrific,Terrific,Terrific,Good,Terrific,Terrific,Terrific,Terrific,Terrific,Yes,No,,To imporve my competencies,Very,Very,Very,Very,Very,Very,Very,Very,,More than 10 times,6-7 times,1-2 times,3-4 times,1-2 times,1-2 times,1-2 times,1-2 times,1-2 times,1-2 times,1-2 times,1-2 times,,,,,,,,,,,,,No,,,,,,,,,,,,Mostly,Very,Overall coverage of the topic,Yes,Yes,,
(6),More happy (7),(6),(6),Never,Very Often,Very Often,Never,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Often,Sometimes,Often,Sometimes,Yes,4 - Very,1 - Not at all,5 - Extremely,5 - Extremely,1 - Not at all,5 - Extremely,5 - Extremely,1 - Not at all,1 - Not at all,5 - Extremely,1 - Not at all,5 - Extremely,1 - Not at all,1 - Not at all,5 - Extremely,5 - Extremely,6 - Excellent,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,3 hours,,A Lot,Loved every week.  I was familiar with some of the material--especially the week about mindfulness.  I teach a stress prevention and management class and also lifestyle wellness at a university.  I have shared some of the topics with students to let them know what I have been studying.  It was a great 10 weeks.  ,Very much,Very much,Very much,Immensely,Very much,Very much,,Good,Good,Good,Good,Good,Good,Good,Good,Terrific,Good,Yes,No,,I reviewed it at the beginning and agreed with most of the posts--just the amount of extra time was the limiting factor,Very,Very,Extremely,Very,Very,Extremely,Extremely,Very,,5-6 times,4-5 times,3-4 times,0 times,More than 10 times,More than 10 times,6-7 times,0 times,1-2 times,3-4 times,0 times,4-5 times,5,2,2,N/A (I didn't do it),6,6,7- Extremely,N/A (I didn't do it),6,4,N/A (I didn't do it),5,No,,,,,,,,,,,,Completely,Extremely,The format was good.  I knew what was coming each week.  I was impressed with the depth of investigation into this topic.  ,Yes,Yes,I participated in another MOOC and during the discussion there was a pause for the quiz.  Your quizzes weren't that threatening.,just keep doing what you are doing and report current findings.
(6),(6),(5),(2),Sometimes,Fairly Often,Fairly Often,Almost Never,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Often,Sometimes,Often,Sometimes,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,2 hours,,A Lot,,Slightly,Slightly,Slightly,Slightly,Slightly,Slightly,,Good,Good,Good,Good,Satisfactory,Good,Good,Good,Good,Good,Yes,Yes,"While I found this course to be very valuable, and while I really appreciated at the end of the course the discussion about individualizing happiness strategies, several times I posted on the discussion areas about what I felt like were overgeneralizations made during the course.  I am not sure how well those comments were heard, validated or understood by Community TAs",,Moderately,Moderately,Very,Moderately,Very,Very,Very,Very,,9-10 times,More than 10 times,3-4 times,1-2 times,More than 10 times,3-4 times,4-5 times,1-2 times,1-2 times,5-6 times,1-2 times,5-6 times,6,4,5,4,6,5,5,4,3,6,4,6,No,,,,,,,,,,,,Mostly,Moderately,"It offered a wide variety of ways to explore and understand happiness, offered some science behind it, very good at the end it made clear that all people are different, the need to individualize, and to perhaps balance doing what comes naturally with trying things that are harder but which may have as much or more value than what comes easier.",Yes,Yes,,"I don't think every scientific observation or conclusion has to be semantically sanitized to cover all bases.  I do think that several times in the course broad overgeneralizations were made, that were.. over..generalized."
A very happy person (7),More happy (7),A great deal (7),(2),Never,Very Often,Never,Never,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Often,Rarely,Often,Rarely,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,5 hours,,Extensively,"practice meditation, gratitude, 3 good things, the letter, all this things are becoming an habit",Very much,Very much,Slightly,Very much,Very much,Very much,,Good,Good,Good,Good,,Good,Good,Satisfactory,Terrific,,No,,,because I'm french and it's difficulté for me to discuss in english,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,,More than 10 times,4-5 times,3-4 times,1-2 times,More than 10 times,More than 10 times,6-7 times,1-2 times,1-2 times,3-4 times,1-2 times,6-7 times,7- Extremely,6,6,6,7- Extremely,7- Extremely,7- Extremely,6,6,7- Extremely,7- Extremely,6,No,,,,,,,,,,,,Completely,Extremely,,Yes,Yes,,
(6),(6),(6),(2),Never,Very Often,Very Often,Never,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Disagree,Strongly Agree,Often,Rarely,Often,Rarely,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,1 hour,,Moderately,,Very much,Very much,Very much,Very much,Moderately,Moderately,,Terrific,Terrific,Terrific,Terrific,Terrific,Terrific,Terrific,Terrific,Terrific,Terrific,,Yes,,,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,,5-6 times,5-6 times,5-6 times,5-6 times,5-6 times,5-6 times,5-6 times,5-6 times,5-6 times,5-6 times,5-6 times,5-6 times,4,4,4,4,4,4,4,4,4,4,4,4,No,,,,,,,,,,,,Completely,Extremely,,Yes,Yes,,
(5),(5),(5),Not at all (1),Fairly Often,Sometimes,Sometimes,Almost Never,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Sometimes,Rarely,Often,Rarely,Yes,5 - Extremely,1 - Not at all,5 - Extremely,5 - Extremely,2 - Slightly,1 - Not at all,5 - Extremely,2 - Slightly,1 - Not at all,3 - Moderately,2 - Slightly,5 - Extremely,2 - Slightly,1 - Not at all,5 - Extremely,5 - Extremely,5 - Very Good,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,2 hours,,Moderately,"Really dug into gratitude and self-compassion.  Appreciated the random acts of kindness and am finding joy in it.

Also, wondered why mindfulness didn't resonate with me as much, and loved the last week where the ""fit"" was discussed.  I also think a bit of it might be that mindfulness and meditation are more difficult for me.  I really believe there is a great benefit from it, so I am going to do more work in this area.  Since it's more difficult for me, I'll probably look for some guided meditations to hopefully get a jump start.

I am able to watch others in a more detached manner.  When others may be disagreeable, I am able to step back, and feel compassion for them, instead of getting personally agitated, which I really am thankful for.

I also really benefited from the discussion on forgiveness.  I struggle with a relationship with my sister, and have actively been trying to forgive her, but have trouble because she continues to trespass.  It was helpful to understand that forgiving doesn't mean that we're condoning behavior.  I may do a little more indepth work on this too!",Very much,Very much,Slightly,Moderately,Moderately,,"See above.  Also, my comments on any negativity are that I am grappling with things at work.  ",Terrific,Terrific,Terrific,Terrific,Terrific,Terrific,Terrific,Satisfactory,Terrific,Good,Yes,No,,,Very,Very,Very,Extremely,Extremely,Very,Very,Extremely,"I follow the GGSC and have attended some sessions.  Not all of the material was new, but it was always helpful reinforcement.  So , if I marked it less than extremely valuable, that is the only reason why.  The ones I marked as extremely, are the ones I need the most help with.",More than 10 times,1-2 times,3-4 times,1-2 times,3-4 times,3-4 times,1-2 times,0 times,0 times,0 times,0 times,3-4 times,7- Extremely,4,7- Extremely,7- Extremely,5,4,N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),6,No,,,,,,,,,,,,Completely,Extremely,"I like understanding the science behind happiness.  I liked the exercises.  I liked the end, where it was all put together, and there was discussion about the fit for each individual.  Like that I could find a community, whether the online forums or the facebook page.  (I joined the fb page).",Yes,Yes,This was my first MOOC.  I think at the beginning I missed some of the reading inadvertently.  Only noticed at the midterm when I didn't know all the material.1,"I usually have lots of suggestions...with this course, in terms of what could be improved, ""I got nothing"".  ( :

Thank you for offering this class annually. I signed up for it previously and didn't take it, so I appreciate that it's offered annually."
(5),(4),(4),(4),Very Often,Sometimes,Almost Never,Sometimes,Agree,Mixed/ Neither,Agree,Strongly Agree,Strongly Agree,Agree,Mixed/ Neither,Strongly Agree,Often,Often,Sometimes,Sometimes,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,5 hours,,Moderately,,Moderately,Moderately,Moderately,Moderately,Moderately,,,Good,Good,Satisfactory,,,Good,Good,Poor,Satisfactory,,No,,,time and no need,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,surprise at every week,More than 10 times,9-10 times,9-10 times,0 times,More than 10 times,0 times,0 times,1-2 times,1-2 times,More than 10 times,0 times,More than 10 times,7- Extremely,7- Extremely,7- Extremely,N/A (I didn't do it),7- Extremely,N/A (I didn't do it),N/A (I didn't do it),3,1-Not at all,1-Not at all,N/A (I didn't do it),7- Extremely,No,,,,,,,,,,,,Completely,Extremely,,Yes,Yes,,
(5),(6),(4),(3),Almost Never,Very Often,Sometimes,Never,Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Mixed/ Neither,Slightly Agree,Slightly Agree,Mixed/ Neither,Often,Often,Rarely,Sometimes,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,,,,,Very much,Slightly,Not at all,Very much,Moderately,,The course has mad a big impact on my feelings of well-being and contentment ,Good,Good,Good,Good,Satisfactory,Satisfactory,Satisfactory,Good,Good,Satisfactory,No,,,,Very,Moderately,Extremely,Very,Extremely,Extremely,Extremely,Very,,3-4 times,5-6 times,4-5 times,1-2 times,More than 10 times,3-4 times,More than 10 times,1-2 times,1-2 times,3-4 times,0 times,4-5 times,5,6,5,6,7- Extremely,2,6,7- Extremely,4,3,N/A (I didn't do it),4,No,,,,,,,,,,,,Completely,Extremely,"Practical, evidence based, techniques ",Yes,Yes,,
(6),(6),(6),(2),Never,Very Often,Very Often,Never,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Often,Sometimes,Sometimes,Sometimes,Yes,4 - Very,1 - Not at all,4 - Very,4 - Very,1 - Not at all,5 - Extremely,5 - Extremely,1 - Not at all,1 - Not at all,5 - Extremely,1 - Not at all,5 - Extremely,1 - Not at all,1 - Not at all,5 - Extremely,5 - Extremely,7 - Exceptional,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",It took longer than I expected,"Hoo boy,  Even being a retiree (with lots of spare time right, hah), I found myself feeling rushed at times to complete the quizzes on time.  Perhaps this was because I took careful written notes on each video and article to help get the concepts inside of the ol'  cranium. On reflection, I realize that in doing so I missed some of the more important contemplative exercises which are now on a list to complete.",6 hours,,Extensively,"Being trained in science (Ph.D. forester), this gave me confidence that being based on research, the methods would work.  had some background in forgiveness and self compassion from respectively Jack Kornfield and Kristen Neff youtube vids.  Had found those to be useful.  Also long time interest in meditation more recently including taiji and chi kung..  Thus with a science-based green light and some personal experience under my belt, went for it, with the goal of developing habits that worked for me (disarming old negative scripts, practicing kindness, forgiveness, compassion to others and self etc.). And they have.  Lunch with a perceptive friend yesterday, she noted that my mental affect had changed over the last several months from one of depression to being balanced and happy. Interaction with clerks in stores in focused, compassionate and friendly manner.  Feels good internally.  ",Immensely,Immensely,Very much,Immensely,Immensely,,"Personal happiness: went from mouldering depression to increased steady state of soft happiness.
Relationships: my perception is that I fell better when positively interacting and being of service now equipped with better skills.
Work: Retired but volunteer for local hospice and school for the blind.  Also secretary of local Masonic Lodge and help at church. Now feel much more tuned into to where my family (care for 97 year old mother) colleagues, our patients, staff and students masonic Brothers, and fellow church members are coming from mentally and spiritually. Empathy > compassion > service.
World:  Long time AI USA letter writer, which has taken a back seat during course.  Will resume that when course wrapped up and masonic duties completed (dues time...). Can't do it all; relax, prioritize and keep working.
Helping others:  See work comments above.  Perhaps more likely to engage in banal heroism.  
Academic research:  Not now engaged in doing that. Were I still in that field, I feel that this course would have been a good antidote for the competition that can exist in academia and which can get in the way of productivity.",Terrific,Terrific,Good,Terrific,Satisfactory,Terrific,Terrific,Terrific,Terrific,Satisfactory,Yes,,Can't recall seeing a post by a TA (took a while to remember what TA stands for). ,"Wanted to be of service in posting some questions, and hopefully supportive reponses.  First went to the west coast forum.  Not much activity.  then to the 65+ forum, some solid dialogue.",Extremely,Very,Extremely,Extremely,Extremely,Extremely,Extremely,Very,All very good.  the ones I ranked as extremely resonated very highly with where I was and where I wanted to go.,More than 10 times,More than 10 times,3-4 times,1-2 times,More than 10 times,5-6 times,More than 10 times,1-2 times,1-2 times,3-4 times,1-2 times,1-2 times,6,6,6,7- Extremely,6,5,7- Extremely,N/A (I didn't do it),N/A (I didn't do it),5,5,4,"Yes, as a member",older adults,Never,,Never,Never,Never,Never,Never,posted hopefully helpful questions and supportive comments,Moderately,"Hard to say, I tested two teams, west coast and older adults.  Observed little or no activity on the west coasters, more with older adults, thus I switched.",Completely,Extremely,"Science based, very solid organization, addressed key human questions in highly effective manner, taught easily leanred and implemented (and very cost effective!) practices",Yes,Yes,None come to mind,"See comments I posted on last review forum about disconnect in sentence structure at the start of one paragraph and cell phone use when driving in Zak's article, in the last week.  Otherwise all quite good! "
(5),(5),(5),(5),Sometimes,Sometimes,Sometimes,Sometimes,Slightly Agree,Slightly Disagree,Mixed/ Neither,Mixed/ Neither,Mixed/ Neither,Agree,Slightly Agree,Slightly Agree,Often,Sometimes,Sometimes,Rarely,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,3 hours,,Moderately,,Very much,Moderately,,Moderately,Moderately,,,Terrific,Terrific,Good,Terrific,Good,Good,Good,Good,Good,Good,No,,,,Very,Very,Extremely,Extremely,Extremely,Very,Extremely,Very,,,More than 10 times,More than 10 times,5-6 times,6-7 times,1-2 times,9-10 times,1-2 times,1-2 times,1-2 times,1-2 times,More than 10 times,2,7- Extremely,7- Extremely,6,2,1-Not at all,3,2,1-Not at all,2,7- Extremely,7- Extremely,No,,,,,,,,,,,,Completely,Extremely,,Yes,No,,
(6),(6),(6),(2),Almost Never,Fairly Often,Fairly Often,Almost Never,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Often,Rarely,Often,Rarely,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,4 hours,,A Lot,,Very much,Very much,Very much,Very much,Very much,,,Good,Good,Good,Good,,Good,Good,Good,Good,Good,No,,,,Very,Very,Very,Very,Very,Very,Very,Very,,4-5 times,6-7 times,5-6 times,6-7 times,9-10 times,9-10 times,1-2 times,4-5 times,1-2 times,1-2 times,1-2 times,6-7 times,5,6,6,6,7- Extremely,7- Extremely,2,4,5,1-Not at all,1-Not at all,5,No,,,,,,,,,,,,Mostly,Very,,Yes,No,,
(6),(6),(6),(2),Never,Very Often,Very Often,Never,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Often,Rarely,Often,Never,Yes,4 - Very,2 - Slightly,4 - Very,4 - Very,2 - Slightly,5 - Extremely,4 - Very,2 - Slightly,2 - Slightly,3 - Moderately,2 - Slightly,4 - Very,2 - Slightly,1 - Not at all,3 - Moderately,4 - Very,7 - Exceptional,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,5 hours,,Moderately,"Although only moderately, I plan to continue using them, try a few others that were suggested, and keep doing my favorites.",Very much,Very much,Very much,Very much,Very much,Very much,,Terrific,Terrific,Terrific,Terrific,Satisfactory,Good,Good,Good,Terrific,Terrific,,Yes,"No, but I did not participate much in the Discussions.","Too many, too long, and although some were quite interesting, most were not relevant to me.",Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,Extremely,,3-4 times,3-4 times,3-4 times,0 times,More than 10 times,5-6 times,7-8 times,0 times,1-2 times,6-7 times,0 times,1-2 times,6,6,6,N/A (I didn't do it),6,6,6,N/A (I didn't do it),6,6,N/A (I didn't do it),6,"Yes, as a member",Happiness Lovers,Never,,,,,,,"I think I'm the only person in my state taking the class (Oklahoma), so I could not attend meetings.",,,Completely,Extremely,"I loved the readings, the presentations, and the suggested weekly practices.",Yes,Yes,,"I can't think of anything. Wasn't especially impressed with Discussions, but that's just me."
(5),(2),Not at all (1),A great deal (7),Sometimes,Fairly Often,Sometimes,Sometimes,Mixed/ Neither,Slightly Disagree,Mixed/ Neither,Agree,Strongly Agree,Agree,Disagree,Slightly Disagree,Sometimes,Sometimes,Rarely,Often,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,5 hours,,A Little,"I am definitely using mindful breathing every day, and for the most part it is keeping me centered during challenging moments. I now know that there are a lot of happiness practices I can use to further develop my purpose, improve my sense of contentment, and enhance my interpersonal relationships.",Moderately,Slightly,Moderately,Very much,Very much,,,Poor,Terrific,Good,Terrific,,Poor,Poor,Poor,Terrific,Poor,No,,,"I did not have time to participate, because when I explored them I found them to be quite uninteresting and yet overwhelming.",,,,,,,,,,1-2 times,5-6 times,7-8 times,0 times,More than 10 times,0 times,0 times,0 times,0 times,3-4 times,0 times,7-8 times,4,4,4,N/A (I didn't do it),4,N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),3,N/A (I didn't do it),6,No,,,,,,,,,,,,Mostly,Moderately,Lot of interesting and inspiring information.,Yes,Yes,"The platform worked well, but I never could find a way to pose a question about its function when I couldn't find something or figure out how to do something.","You need a good copyeditor to clean up typos and grammatical errors. Also, the ""live"" Q&As were recorded, and therefore misleading in terms of their currency. For example, why submit questions when the videos are recorded? In addition, some of the videos don't start at 00:00 and/or end suddenly."
(3),(3),(2),(5),Almost Never,Fairly Often,Fairly Often,Almost Never,Slightly Agree,Agree,Agree,Agree,Agree,Agree,Mixed/ Neither,Agree,Rarely,Often,Sometimes,Sometimes,Yes,2 - Slightly,2 - Slightly,3 - Moderately,2 - Slightly,4 - Very,4 - Very,4 - Very,4 - Very,2 - Slightly,3 - Moderately,3 - Moderately,4 - Very,3 - Moderately,3 - Moderately,4 - Very,4 - Very,4 - Good,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",I had less time than I thought I would,I am not entirely sure.  Sometimes it was difficult to tell that there was more in a given week.  And it was often unclear if I HAD finished all the elements in a week.  We really need an overview with checkmarks for what has been done.,2 hours,,Moderately,"I attempted to try out each technique, and to filter some of my experience through the concepts presented in lectures.",Slightly,Moderately,,Moderately,Moderately,,"Since change is a matter of changing habits, and that requires the habit of change, it would be helpful if there were a page of links to instructions for each process.",Satisfactory,Satisfactory,Good,Good,Poor,Satisfactory,Satisfactory,Poor,Good,Poor,Yes,No,,I am sorry to say that I did not find the discussions engaging.  And in other courses I have participated actively.  I am not sure what the difference was - maybe a bit too much narcissism?,Moderately,Moderately,Very,Very,Slightly,Moderately,Very,Very,I was often surprised how valuable some practices were.  I did not expect the self-compassion letter to be helpful - and it was very much so.  I think gratitude may be my focal practice.,More than 10 times,More than 10 times,4-5 times,0 times,1-2 times,0 times,7-8 times,4-5 times,0 times,9-10 times,3-4 times,More than 10 times,6,6,2,2,N/A (I didn't do it),N/A (I didn't do it),5,4,2,6,2,7- Extremely,No,,,,,,,,,,,,Somewhat,Moderately,"I learned about studies and methods with which I was not familiar, as well as support for practices I already like.",Yes,Yes,"I would STRONGLY recommend a simpler checklist of ""have I completed this item in this week?"" items.","Well, the lecturers were personable and the information good.  But - lectures, lectures, lectures..."
(2),Less happy (1),Not at all (1),(6),Sometimes,Almost Never,Never,Fairly Often,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Rarely,Often,Never,Often,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",It took longer than I expected,,6 hours,,Not at all,,Slightly,,,Not at all,Not at all,Not at all,,Good,Good,Good,Good,Satisfactory,Good,Good,Satisfactory,Terrific,Satisfactory,Yes,No,,Could not imagine what new can I say on the topic.,Moderately,Extremely,Extremely,Very,Extremely,Extremely,Extremely,Moderately,,1-2 times,0 times,0 times,0 times,1-2 times,1-2 times,1-2 times,1-2 times,1-2 times,0 times,1-2 times,1-2 times,3,N/A (I didn't do it),N/A (I didn't do it),N/A (I didn't do it),3,4,7- Extremely,3,2,N/A (I didn't do it),2,4,No,,,,,,,,,,,,Completely,Very,"I enjoyed videos by Emiliana, Dacher and quest lecturers. I found information about brain plasticity and adaptation hope-giving. I was amazed by loving-kindness meditation effect on my body and also mind, I think I should do it few times a week. ",No,Yes,"I think that introduction of problem sets where it is necessary to collaborate or ask hint or help from one another or TAs would make courses even better. Though, it's probably hard or even impossible to do for a non techy/programming related classes. Also I like when you need to assess works of your peers, therefore these approach should be used more widely. ",I think class would benefit from making it more video-type and slides. Also I do not know if this possible for this class but slides could demonstrate ideas with pictures or even some simple animations. 
(6),More happy (7),A great deal (7),Not at all (1),Almost Never,Very Often,Very Often,Never,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Often,Rarely,Often,Rarely,No or don't remember,,,,,,,,,,,,,,,,,,"Week 7: Mental Habits of Happiness,Week 8: Gratitude,Week 3: Kindness & Compassion,Week 6: Mindfulness,Week 9: Finding Your Happiness Fit & New Frontiers,Week 1: Introduction to the Science of Happiness,Week 2: The Power of Social Connection,Week 4: Cooperation & Reconciliation",,,6 hours,,Moderately,,Moderately,Moderately,Slightly,Very much,Moderately,Moderately,,Good,Good,Good,Good,Satisfactory,Good,Good,Satisfactory,Good,Poor,Yes,Yes,,,Moderately,Very,Very,Very,,Very,Very,Moderately,,More than 10 times,More than 10 times,4-5 times,1-2 times,3-4 times,0 times,3-4 times,1-2 times,0 times,1-2 times,1-2 times,More than 10 times,4,7- Extremely,4,4,4,N/A (I didn't do it),4,1-Not at all,N/A (I didn't do it),4,4,7- Extremely,No,,,,,,,,,,,,Mostly,Very,The science background ,Yes,Yes,,
